Index,Dataset,Representative_Subsequence_Positions,DetectTime
280,QATS-4,"[100,361],[609,629],[641,661],[962,1002],[1736,1776],[4559,4609],[4622,4737],[4747,4809],[4818,4884],[5051,5127],[5320,5383],[5419,5459],[5465,5505],[5946,5986],[6664,6704],[6718,6785],[6807,6933],[7093,7133],[8449,8510],[8931,9000],[9040,9216],[11085,11125],[11274,11314],[12767,12838],[12971,13011],[13277,13317],[13321,13361],[13396,13456],[13457,13526],[13528,13568],[14438,14520],[14569,14642],[14723,14806],[14811,14887],[14892,15117],[15140,15273],[15349,15409],[15422,15653],[15663,15780],[15792,15966],[15970,16010],[16023,16083],[16111,16151],[16153,16628],[16635,16724],[16775,17152],[17369,17409],[17415,17675],[17773,17839],[17896,17936],[17993,18033],[18506,18546],[18560,18600],[19021,19088],[19122,19162],[19973,20183],[20189,20229],[20470,20581],[20609,20695],[20744,20954],[21001,21149],[21184,21291],[22821,22861],[22885,23025],[23045,23355]",50.2838
281,QATS-4,"[105,125],[165,186],[962,1002],[1257,1277],[2153,2193],[2777,2817],[2833,2853],[2854,2917],[2919,2959],[2983,3023],[3038,3078],[3099,3231],[3289,3329],[4315,4355],[4368,4483],[4541,4609],[4663,4703],[4713,4753],[4755,4795],[4818,4883],[5338,5378],[5433,5539],[5567,5633],[6361,6405],[7525,7565],[7573,7636],[7642,8128],[8146,8186],[10970,11010],[11022,11137],[11147,11209],[11218,11284],[11451,11491],[11498,11558],[11559,11732],[11737,11777],[13281,13346],[13372,13498],[13501,13619],[13703,13743],[13805,13845],[13914,14871],[14877,14937],[14940,15046],[15060,15144],[15301,15360],[15426,15493],[15569,15636],[15641,15681],[16387,16427],[16437,16477],[16570,16610],[17378,17427],[17521,17561],[17622,17662],[17965,18134],[18138,18178],[18362,18402],[19182,19202],[19254,19294],[19315,19355],[19417,19457],[19541,19643],[19735,19775],[19839,19902],[19927,19967],[19972,20012],[20118,20158],[20171,20247],[20249,20289],[20309,20406],[20414,20487],[20638,20678],[20774,20814],[20827,20974],[20985,21162],[21175,21299],[21451,21491],[22000,22040],[22110,22213],[22255,22295],[22349,22456],[22635,22675],[22743,22890],[22893,22991],[23003,23091],[23254,23294],[23337,23533],[23555,23766],[23781,23854],[23883,23944],[23945,23985],[24006,24046],[24142,24210],[24280,24340],[24354,24394],[24427,24467],[24579,24642],[24643,24834],[24843,24883],[25765,25805],[25875,25915],[25928,25968],[27082,27122],[27178,27278],[27401,27491],[27495,27579],[27599,27699],[28163,28203],[28299,28339],[28518,28558],[28687,28727],[28729,28769],[28825,28865],[28907,28947],[29282,29322]",72.7066
282,QATS-4,"[217,257],[511,555],[749,777],[801,821],[1204,1224],[1262,1283],[2551,2571],[2837,2922],[2925,3076],[3172,3212],[3217,3257],[3626,3718],[3722,3788],[4313,4353],[4373,4437],[4448,4488],[4498,4538],[4588,4628],[5850,5890],[5947,5987],[6066,6128],[6624,6664],[7401,7441],[7933,8122],[8170,8210],[8835,8890],[9087,9127],[9443,9510],[9524,9564],[9572,9612],[9707,9747],[9755,9886],[9916,9976],[10973,11013],[11024,11064],[11070,11166],[11218,11258],[11320,11360],[11368,11451],[11473,11513],[12007,12047],[12089,12162],[12173,12213],[12256,12296],[12997,13049],[14077,14117],[14344,14384],[14556,14596],[14618,14638],[14700,14760],[15108,15148],[15183,15223],[15225,15446],[15467,15570],[15594,15634],[15849,15889],[15926,15966],[16022,16062],[16088,16128],[16144,16184],[16205,16383],[16388,16610],[16667,16737],[16738,16832],[16891,17126],[17178,17218],[17233,17332],[17350,17411],[17893,17957],[18181,18221],[18396,18436],[18480,18520],[18540,18580],[18610,18650],[19672,19733],[20165,20225],[20229,20290],[20319,20437],[20441,20501],[20509,20549],[20593,20633],[21723,21832],[21856,21935],[21984,22024],[22031,22071],[22149,22169],[23411,23451],[24804,24869],[24881,24951]",57.2276
283,QATS-4,"[217,257],[492,532],[1027,1047],[1262,1283],[1497,1538],[1592,1632],[1641,1681],[1683,1723],[1725,1793],[1950,2160],[2189,2237],[2253,2748],[2784,2824],[3806,3877],[3892,3932],[3939,4001],[4007,4102],[4713,4753],[5850,5909],[5917,6072],[6095,6165],[6729,6769],[6790,6830],[6853,6893],[6938,6978],[6985,7097],[7112,7152],[7211,7251],[7253,7293],[7299,7399],[7748,7788],[7988,8028],[8029,8240],[8241,8382],[8389,8468],[8937,8977],[9004,9044],[9048,9088],[9351,9427],[9434,9474],[9512,9572],[9689,9729],[9826,9894],[9945,9985],[10011,10051],[10055,10151],[10210,10250],[10270,10310],[10689,10729],[11032,11072],[11122,11183],[11601,11641],[11707,11747],[11781,11821],[11991,12031],[12311,12351],[12551,12591],[12594,12664],[12685,12759],[12779,12819],[13369,13409],[13413,13453],[13488,13528],[13813,13853],[13924,13964],[14354,14394],[14427,14467],[14527,14589],[14786,14826],[16630,16670],[16750,16790],[16988,17028],[17349,17403],[17511,17575],[17626,17707],[17851,17920],[18678,18718],[18798,18838],[18917,18957],[19012,19077],[19135,19195],[19394,19434],[19445,19485],[19530,19605],[19803,19843],[20204,20267],[20411,20500],[20593,20633],[21010,21090],[21118,21178],[21209,21249],[21361,21401],[21602,21677],[21745,21785],[23000,23061],[23505,23619],[23647,23764],[23769,23829],[23921,23961],[24373,24413],[25049,25185],[25186,25226],[25230,25295],[25304,25364],[26565,26605],[28131,28197],[28209,28249]",87.033
284,QATS-4,"[112,295],[492,513],[768,788],[2010,2050],[5108,5148],[5310,5387],[5814,5907],[6349,6389],[6398,6438],[6469,6509],[7413,7573],[7682,7742],[8104,8144],[8864,8904],[9433,9473],[9479,9519],[9524,9673],[9689,9729],[9951,10012],[10029,10171],[10172,10322],[10364,10424],[10515,10555],[10621,10661],[10726,10766],[10782,10822],[10973,11069],[11102,11142],[11146,11208],[11244,11284],[11405,11445],[11760,11858],[11870,12023],[12060,12100],[12105,12145],[12326,12387],[12402,12463],[12505,12592],[12597,12637],[12666,12801],[12957,13066],[13165,13205],[13581,13621],[13675,13715],[13837,13877],[13893,14038],[14315,14380],[14407,14505],[14533,14596],[15301,15489],[15511,15551],[15593,15746],[15799,15839],[16096,16136],[16153,16222],[16242,16303],[16336,16376],[17368,17428],[17522,17562],[17700,17761],[18195,18274],[18895,18935],[18948,18988],[19006,19200],[20717,20797],[21202,21242],[21251,21471],[21838,21878],[21898,21938],[24441,24512],[24521,24561],[24567,24629],[24644,24684],[25051,25126],[25136,25314],[25565,25605],[25609,25649],[25684,25744],[25745,25814],[25816,25856],[26305,26345],[26425,26465],[26496,26516],[26525,26585],[26812,26852],[26979,27027],[27052,27092],[27132,27172],[27443,27524],[27532,27722],[27747,27787],[28534,28574],[29373,29413],[29565,29605],[29685,29725],[29773,29845],[30013,30053],[30284,30324],[30359,30399],[30426,30466],[30506,30593],[30594,30634],[30649,30689],[30699,30763]",88.1192
285,QATS-4,"[80,120],[123,257],[2364,2404],[2528,2621],[2696,2904],[2919,3336],[3358,3422],[3440,3480],[3563,3603],[3801,3841],[3908,3973],[4049,4089],[4884,4945],[5050,5090],[5849,5889],[6374,6414],[6525,6565],[6617,6657],[6665,6897],[7906,7970],[7974,8014],[8027,8067],[8092,8190],[8307,8347],[8515,8555],[8559,8724],[9054,9143],[9547,9635],[9653,9713],[9965,10005],[10099,10159],[10201,10241],[10601,10641],[11060,11132],[11135,11175],[11232,11272],[11505,11545],[11914,11954],[11963,12003],[12247,12287],[13020,13060],[13548,13620],[13627,13798],[14079,14186],[14299,14428],[15563,15603],[15641,15681],[15703,15779],[16143,16284],[17900,17967],[17974,18014]",33.0473
286,QATS-4,"[217,257],[440,480],[493,533],[962,1002],[3033,3073],[3107,3171],[3180,3348],[4313,4358],[4376,4396],[4404,4444],[4488,4609],[5081,5140],[5865,5905],[6384,6586],[6630,6676],[7299,7339],[7551,7591],[7920,7968],[7988,8028],[8036,8076],[8093,8133],[8156,8210],[8219,8350],[8401,8441],[8848,8888],[9453,9630],[9682,9747],[9784,9824],[9832,9915],[9918,9995],[10457,10542],[10553,10626],[10640,10680],[11481,11521],[12541,12581],[12783,12848],[13018,13058],[13083,13123],[13165,13308],[13537,13604],[13681,13918],[13931,14034],[14058,14098],[14299,14339],[14340,14498],[14512,14648],[14669,15075],[15086,15296],[15355,15636],[15652,15692],[15697,15804],[15814,15875],[16286,16326],[16354,16394],[16545,16585],[16840,16880],[16944,16984],[17004,17044],[17074,17114],[18134,18194],[18311,18351],[18677,18697],[18905,18983],[18990,19300],[19309,19349],[19403,19443],[19551,19591],[19622,19682],[19867,19946],[20030,20070],[20176,20216],[20234,20461],[20525,20565],[20594,20634],[20646,20707],[20710,20750],[20764,20844],[20863,20966],[20972,21064],[21072,21112],[21165,21321],[21333,21867],[21906,22001],[22079,22119],[22120,22160],[22195,22235],[22250,22382],[22387,22447]",52.904
287,QATS-4,"[112,295],[492,513],[768,788],[2010,2050],[5108,5148],[5310,5350],[5849,5926],[5927,6100],[6105,6202],[6745,6785],[7642,7709],[7740,7987],[8071,8111],[8173,8213],[8276,8729],[8805,8907],[8927,9287],[9289,9367],[9374,9414],[9428,9512],[9669,9748],[9794,9861],[9937,9977],[10009,10049],[10751,10845],[11720,11824],[11861,11896],[12423,12463],[12899,12974],[13363,13470],[13491,13589],[15714,15791],[16339,16404],[16426,16513],[16514,16554],[16569,16609],[16620,16683]",23.8524
288,QATS-4,"[100,120],[605,625],[1029,1234],[1273,1344],[1424,1532],[1775,1846],[1856,2085],[2097,2183],[2190,2345],[2384,2585],[2649,2709],[2794,2834],[2839,3016],[3088,3128],[3142,3182],[3214,3254],[3269,3309],[3322,3362],[3545,3585],[3683,3750],[3801,3841],[3911,4010],[4981,5021],[5354,5394],[5457,5497],[5564,5604],[6407,6448],[6477,6517],[6536,6576],[6577,6673],[7659,7699],[7737,7810],[7816,7856],[7869,7938],[7945,8028],[8029,8122],[8154,8194],[8247,8287],[8297,8337],[8339,8379],[8382,8458],[8936,8976],[10130,10170],[10246,10398],[10428,10509],[11151,11191],[11761,11868],[11875,11915],[12012,12052],[12164,12204],[12269,12419],[12498,12538],[13032,13072],[13668,13708],[13927,13967],[14068,14108],[14177,14217],[14564,14604],[14627,14724],[14763,14843],[14867,14907],[15089,15129],[15381,15421],[15465,15505],[15562,15602],[15740,15780],[15877,15917],[16723,16763],[17618,17658],[17706,17793],[17794,17834],[17849,17889],[17899,17963],[18107,18194],[18435,18498],[18499,18690],[19128,19148],[19537,19577],[19753,19824],[20249,20289],[20339,20379],[20554,20594],[20817,20857],[21069,21109],[21173,21213],[21232,21347],[21351,21435],[21437,21477],[21484,21524],[21591,21631],[21639,21679],[21791,21831],[22402,22442],[22543,22583],[22584,22624],[22681,22805],[23268,23308],[23552,23572],[23788,23808],[24230,24270],[24799,24865],[24898,24989],[24999,25039],[25048,25109],[25510,25550],[27107,27222],[27246,27286]",82.9455
289,QATS-4,"[100,120],[361,381],[1002,1023],[1683,1723],[1755,1795],[3583,3604],[5111,5151],[5592,5684],[5703,5763],[5771,5811],[6379,6419],[6907,6947],[7191,7268],[7314,7354],[7380,7420],[7802,7842],[8025,8154],[8230,8270],[8272,8332],[8460,8500],[8636,8764],[9044,9084],[9139,9219],[9236,9276],[9300,9340],[9342,9382],[9460,9521],[9641,9681],[9915,9986],[9990,10232],[10463,10541],[10547,10633],[11469,11509],[11512,11572],[11594,11654]",13.2613
290,QATS-4,"[100,120],[241,261],[282,302],[1002,1023],[1155,1194],[1497,1518],[2170,2190],[2321,2350],[2785,2807],[3611,3631],[3704,3734],[4177,4197],[4763,4783],[4856,4896],[5338,5378],[5379,5419],[5424,5466],[5484,5524],[5533,5632],[6248,6288],[6599,6649],[6659,6904],[6911,6969],[7046,7086],[7383,7523],[7527,7567],[7571,7739],[8348,8388],[8718,8758]",12.8216
291,QATS-4,"[352,372],[473,493],[658,678],[750,789],[1770,1793],[3487,3509],[3604,3624],[4342,4403],[4730,4909],[4980,5020],[5350,5585],[5610,5650],[5957,6106],[6249,6310],[6340,6380],[6483,6523],[6731,6807],[6893,6933],[7175,7242],[7247,7321],[7388,7677],[7683,7766],[7806,8148],[8155,8233],[8311,8418],[8463,8762],[8924,8964],[8969,9068],[9087,9127],[9153,9267],[9299,9339],[9351,9391],[9405,9445],[9450,9490],[9500,9540],[9555,9750],[9770,9810],[10452,10561],[10595,10635],[10674,10770],[10786,10826],[10836,10876],[10909,11071],[11154,11261],[11481,11575],[11727,11794],[13273,13314],[14298,14354],[14390,14482],[14507,14547],[14553,14789],[14810,14850],[14903,14993],[14995,15035],[15039,15106],[15141,15181],[15184,15273],[15274,15314],[15321,15589],[15593,15633],[16725,16765],[16837,16901],[16902,16962],[16990,17053],[17056,17120],[17125,17165],[18378,18470],[18478,18518],[18553,18593],[18924,18996],[19004,19075],[19113,19153],[19679,19719],[19935,19975],[20032,20072],[20202,20242],[20745,20785],[20791,20831],[20880,20920],[20952,20992],[21432,21452],[21635,21675],[22084,22124],[22382,22422],[22469,22558],[22582,22622],[22650,22743],[22761,22801],[22865,22905],[22934,22974],[23024,23064],[23138,23178],[23277,23478],[23517,23557],[23676,23716],[23749,23809],[23825,23865],[23875,24053],[24266,24475],[24556,24596],[24690,24730],[25026,25086],[26089,26133],[26180,26220],[26575,26615],[26783,26823],[26919,26959],[27024,27064],[27077,27137],[27178,27265],[27266,27361],[27372,27441],[27464,27549],[27575,27669],[27673,27713],[27834,27882],[27982,28047],[28104,28178],[28254,28294],[28373,28413],[28505,28565],[28747,28787],[28882,28922],[29013,29075],[29830,29870],[30188,30254],[30695,30735],[30741,30781],[30782,30848]",91.7757
292,QATS-4,"[100,338],[574,595],[1003,1023],[1063,1594],[1692,1866],[3033,3074],[3346,3366],[3370,3437],[3478,3629],[3673,3713],[3724,3832],[3886,3948],[4031,4071],[4083,4215],[4338,4358],[4516,4536],[5238,5278],[5338,5378],[5383,5423],[5456,5636],[6617,6657],[6664,6704],[6718,6785],[6793,6884],[8409,8486],[8487,8660],[8665,8707],[10236,10276],[10300,10547],[10631,10671],[10714,10754],[10836,10927],[10931,11363],[11367,11779],[11785,11848],[11849,11927],[11934,11974],[11988,12072],[12248,12308],[12354,12421],[12497,12537],[12569,12609],[13311,13405],[14107,14147],[14296,14383],[14441,14532],[15232,15252],[15405,15518],[15542,15591],[15597,15637],[17215,17326],[17626,17649],[17661,17701],[17706,17793],[17794,17834],[17835,17920],[17927,17967],[18015,18055],[18105,18145],[19051,19119],[19181,19243],[19387,19427],[19435,19476],[19712,19752],[19787,19854],[19889,19929],[19964,20195],[20236,20305],[20312,20385],[20416,20480],[20483,20523],[24242,24320]",56.355
293,QATS-4,"[100,361],[609,629],[641,661],[962,1002],[1736,1776],[4559,4609],[4622,4737],[4747,4809],[4818,4884],[5060,5141],[5369,5451],[5452,5492],[5524,5586],[5623,5790],[5805,6251],[6284,6440],[6481,6571],[6594,6710],[6851,6970],[7143,7271],[7286,7326],[7349,7475],[7613,7653],[7663,7703],[7750,7790],[7839,7936],[8528,8568],[8658,8719],[8728,8768],[8899,8960],[9107,9217],[9266,9306],[9362,9444],[9689,9729],[9922,9984],[10044,10084],[10087,10209],[10473,10513],[11465,11505],[12367,12469],[12516,12556],[12696,12736],[12744,12784],[12900,12940],[13157,13197],[13377,13587],[13610,13650],[13694,13734],[14789,14829],[15059,15104],[15107,15147],[17891,17990],[17999,18062]",27.0573
294,QATS-4,"[100,120],[206,226],[471,532],[740,760],[836,856],[1003,1023],[2009,2081],[2193,2301],[3564,3606],[3612,3652],[3677,3717],[3774,3841],[4825,4865],[5058,5118],[5611,5652],[8711,8751],[8756,9039],[9152,9261],[9305,9345],[9356,9396],[9415,9482],[9510,9550],[9561,9601],[9750,9790],[9945,9985],[10002,10042],[10050,10114],[10233,10273],[10459,10499],[10663,10703],[10949,11009],[11095,11135],[11143,11183],[11222,11262],[12249,12289],[12296,12336],[12350,12417],[12425,12516],[14044,14084],[14332,14372],[14484,14524],[14570,14611],[14819,14839],[15158,15198],[15571,15655],[15684,15744],[15756,15884],[16007,16047],[16522,16562],[17754,17794],[17949,18015],[18018,18058],[18211,18251],[19499,19539],[19571,19611],[19658,19764],[19799,19875],[19967,20123],[20217,20257],[20285,20387],[20502,20573],[20934,20974],[21005,21045],[21050,21090],[21120,21209],[21229,21306],[21456,21496],[21983,22062],[22100,22160],[22161,22226],[22239,22279],[22296,22336],[22482,22530],[22531,22594],[22634,22786],[23261,23375],[23377,23517],[23531,23571],[24544,24624],[24643,24683],[24707,24802],[24812,24852],[25501,25583],[25645,25712],[26374,26414],[27610,27650],[27716,27821],[27845,27885],[27894,27934],[27999,28060],[28613,28653],[28726,28800],[28802,28873],[28908,28948],[29000,29063],[29070,29110],[29116,29205],[29326,29366],[29388,29428],[29474,29514],[29538,29600],[29710,29750],[29900,29940],[29986,30026],[30072,30112],[30222,30262],[30411,30451],[30497,30537],[30538,30578],[30583,30623],[30733,30773],[31724,31764],[31805,31873],[31980,32020],[32243,32388]",102.1009
295,QATS-4,"[217,257],[511,555],[749,777],[801,821],[1204,1224],[1262,1283],[2107,2147],[2148,2215],[2236,2399],[2402,2442],[2469,2509],[2531,2571],[2837,2920],[2925,3076],[3172,3212],[3217,3257],[3280,3320],[3372,3551],[3579,3648],[3653,3718],[3722,3788],[3801,3841],[4314,4354],[4379,4439],[4448,4488],[4498,4538],[4568,4608],[5849,5909],[5947,5987],[6066,6106],[6149,6189],[6615,6702],[6869,6937],[6950,6990],[7002,7109],[7128,7213],[7337,7377],[7906,7946],[7987,8201],[8247,8379],[8408,8493],[8825,8865],[8870,8915],[9410,9514],[10366,10406],[10410,10450],[10491,10531],[10545,10585],[10588,10693],[10713,10797],[11410,11450],[11919,11959],[12504,12600],[12613,12653]",15.9657
296,QATS-4,"[220,257],[262,282],[494,533],[985,1005],[1006,1027],[2777,2817],[2871,2911],[2939,3003],[3004,3078],[3569,3822],[3983,4023],[4057,4254],[4303,4343],[4574,4673],[4676,4739],[4797,4858],[5334,5374],[6362,6467],[6468,6677],[7131,7171],[7181,7267],[7272,7312],[7315,7394],[7403,7443],[7913,7953],[8016,8056],[8412,8619],[8634,8705],[9314,9354],[9356,9396],[9471,9511],[10282,10322],[11482,11538],[11632,11699],[12013,12053],[12249,12289],[12334,12546],[13531,13824],[13915,13978],[17898,17963],[18018,18081]",30.3087
297,QATS-4,"[100,120],[324,344],[1002,1022],[1303,1323],[1497,1517],[1793,1813],[3812,3842],[5532,5552],[6919,6939],[7652,7683],[7849,7889],[8159,8199],[8210,8336],[8340,8406],[8410,8450],[8960,9220],[9334,9374],[9514,9554],[9637,9677],[9712,9774],[10336,10376],[10397,10437],[10457,10497],[10571,10644],[10788,11037],[11099,11208],[11229,11269],[11325,11445],[11454,11527],[11738,11909],[11918,11958],[11976,12073],[12078,12147],[12251,12291],[12393,12463],[12471,12511],[12549,12851],[12880,12995],[13002,13153],[13175,13287],[13300,13360],[13432,13472],[13802,14033],[14405,14445],[14466,14506],[14514,14554],[14773,14813],[14933,14973],[15179,15245],[15340,15418],[15621,15683],[15684,15842],[15843,16051],[16052,16118],[16140,16233],[16239,16279],[16316,16744],[16771,16811],[16817,16936],[16937,16999],[18237,18277],[18373,18511],[18535,18708],[19158,19198],[19320,19382],[19431,19471],[19667,19707],[19741,19907],[19909,19949],[20432,20480],[21501,21765],[21768,21995],[22041,22061],[22124,22184],[22250,22443],[22503,22608],[22641,22870],[22897,22994],[22999,23109],[23116,23314],[23317,23809],[23823,23948],[24091,24161],[24162,24256],[24261,24301],[24327,24387],[24394,24434],[24457,24652],[24657,24697],[24700,24740],[24754,24794],[24795,24835],[25246,25286],[25314,25374],[25505,25545],[25835,25875],[25904,25944],[25964,26004],[26034,26074],[27094,27198],[27357,27397],[27414,27454],[27464,27530],[27542,27608],[27622,27662],[27690,27730],[27752,27906],[28039,28079],[28165,28205],[28271,28311],[28644,28684],[29187,29247],[29265,29338],[29369,29438],[29442,29578],[29605,29645],[29646,29707],[29951,30045],[30078,30151],[30507,30657],[30702,30977],[31577,31617],[32940,33024],[33072,33112]",91.5142
